V Input,V Output
0.0,0.00550097446
0.01,0.00146803433
0.02,-0.00605995611
0.03,0.00714990987
0.04,-0.0028418569
0.05,0.00388082263
0.06,0.00112427633
0.07,-0.00129175314
0.08,-0.00859053932
0.09,0.00284316305
0.1,-0.00839316631
0.11,-0.022837968
0.12,-0.0195340019
0.13,-0.0106340272
0.14,-0.0129099606
0.15,-0.00831358822
0.16,-0.0074987473
0.17,-0.000830103473
0.18,-0.00018080432
0.19,-0.00540741578
0.2,0.00175451545
0.21,-0.000410008566
0.22,0.00448885728
0.23,0.00569520305
0.24,0.0079583652
0.25,0.00676783829
0.26,0.00647821275
0.27,0.00685065755
0.28,0.00715305429
0.29,0.00687924761
0.3,0.00793291956
0.31,0.00792653396
0.32,0.0016271905
0.33,0.00480392846
0.34,-0.00278772445
0.35000000000000003,0.00380448571
0.36,-0.00450975559
0.37,-0.00160043872
0.38,-0.00323974735
0.39,-0.00460210487
0.4,-0.00521004277
0.41000000000000003,-0.00502858538
0.42,-0.00475173103
0.43,-0.00589765551
0.44,-0.00276227882
0.45,0.000210700526
0.46,0.00332063158
0.47000000000000003,-0.00278133886
0.48,0.00105746944
0.49,0.00654826081
0.5,0.00797742524
0.51,0.00730268045
0.52,0.0064240803
0.53,0.0059720574
0.54,0.00783104026
0.55,0.00451106174
0.56,0.00520810775
0.5700000000000001,0.00205376776
0.58,0.00495355462
0.59,-0.00455750244
0.6,0.00148394995
0.61,-0.00605995611
0.62,0.000630892185
0.63,-0.00531192207
0.64,-0.00288960376
0.65,-0.00485036916
0.66,-0.00312509685
0.67,-0.00516544034
0.68,-0.00778198724
0.6900000000000001,-0.00689395382
0.7000000000000001,-0.00363125219
0.71,-0.00546469265
0.72,-0.00297547069
0.73,-0.00478670669
0.74,-0.00226250907
0.75,-0.00605357051
0.76,0.00293865676
0.77,-0.00287368814
0.78,0.000968361332
0.79,0.000369953455
0.8,0.0067965251
0.81,0.00321875228
0.8200000000000001,0.0070798618
0.8300000000000001,0.00456204977
0.84,0.00655779083
0.85,0.00501721709
0.86,0.00669150137
0.87,0.00538642072
0.88,0.00637633344
0.89,0.00739493298
0.9,0.00833395443
0.91,0.00708615064
0.92,0.00807291895
0.93,0.00725807802
0.9400000000000001,0.00666920016
0.9500000000000001,0.00714981312
0.96,0.00695568128
0.97,0.00682197074
0.98,0.00513177083
0.99,0.00804423213
1.0,0.00232109209
1.01,0.00872231485
1.02,0.00437420678
1.03,0.00590210608
1.04,0.00248024827
1.05,0.00514454203
1.06,0.00137254062
1.07,0.00533867386
1.08,0.00188498481
1.09,0.00254391074
1.1,-0.00275903764
1.11,-0.00129489756
1.12,-0.00465614057
1.1300000000000001,-0.000639212811
1.1400000000000001,-0.00314101247
1.1500000000000001,-0.00193152227
1.16,-0.004159612
1.17,-0.00214471415
1.18,-0.00417876879
1.19,-0.00419782883
1.2,-0.00394956455
